Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
FOXA1 human	1/21	0.695348266349897	0.865363016294401	0	0	0.858962693357598	0.312097614845094	BRCA1
PPARG human	3/66	0.711033614991706	0.865363016294401	0	0	0.817684594348222	0.27885953320779	CIITA;KLF4;PDK2
AHR mouse	1/22	0.712121648825601	0.865363016294401	0	0	0.818016378525933	0.277721899761431	ABCC4
ETV4 human	1/22	0.712121648825601	0.865363016294401	0	0	0.818016378525933	0.277721899761431	VIM
NR5A1 human	1/22	0.712121648825601	0.865363016294401	0	0	0.818016378525933	0.277721899761431	STARD7
NRF1 mouse	1/22	0.712121648825601	0.865363016294401	0	0	0.818016378525933	0.277721899761431	CD47
REL human	1/22	0.712121648825601	0.865363016294401	0	0	0.818016378525933	0.277721899761431	BCL2A1
FOXM1 mouse	1/23	0.72797231745636	0.877221872081304	0	0	0.780792455951692	0.247895559073428	NR4A2
IRF8 mouse	1/23	0.72797231745636	0.877221872081304	0	0	0.780792455951692	0.247895559073428	BCR
ATF1 human	1/24	0.742950987607129	0.878429163888061	0	0	0.746805396209993	0.221894704185432	FTH1
FLI1 human	1/24	0.742950987607129	0.878429163888061	0	0	0.746805396209993	0.221894704185432	EP300
MTA1 human	1/24	0.742950987607129	0.878429163888061	0	0	0.746805396209993	0.221894704185432	BRCA1
YY1 human	4/91	0.74423549082311	0.878429163888061	0	0	0.789202114271331	0.233128548034425	APC;CXCR4;BRCA1;LRIG2
SP3 human	5/113	0.7512368260453	0.878429163888061	0	0	0.794520547945205	0.227260152072531	HDAC4;ADGRE5;IGFBP4;UTRN;FBP1
PARP1 human	1/25	0.757105589484629	0.878429163888061	0	0	0.71565059144677	0.19913160279781	VIM
PGR human	1/25	0.757105589484629	0.878429163888061	0	0	0.71565059144677	0.19913160279781	IRS2
SRF human	1/25	0.757105589484629	0.878429163888061	0	0	0.71565059144677	0.19913160279781	FOS
MYC mouse	2/49	0.759475214611553	0.878429163888061	0	0	0.730651474634732	0.201022380297249	NFIA;ODC1
SMAD3 mouse	2/49	0.759475214611553	0.878429163888061	0	0	0.730651474634732	0.201022380297249	GADD45B;RUNX2
MYOD1 mouse	2/50	0.769291185088011	0.886223445221388	0	0	0.715391621129326	0.187637011392709	ACACB;SMARCA4
HDAC1 mouse	1/28	0.795065662720547	0.897214519393894	0	0	0.636032757051865	0.14586175669876	RBL2
RELA mouse	5/121	0.801846211855414	0.897214519393894	0	0	0.739411116359628	0.163290401370235	PTPN1;DNMT1;FTH1;CXCR4;FOS
TWIST1 mouse	1/29	0.806352768175185	0.897214519393894	0	0	0.613284804367607	0.13199971373505	TBX21
ESR1 mouse	1/29	0.806352768175185	0.897214519393894	0	0	0.613284804367607	0.13199971373505	FOS
SNAI1 mouse	1/29	0.806352768175185	0.897214519393894	0	0	0.613284804367607	0.13199971373505	RUNX2
SOX9 mouse	1/29	0.806352768175185	0.897214519393894	0	0	0.613284804367607	0.13199971373505	BEST1
SP1 mouse	12/270	0.814376789657766	0.897214519393894	0	0	0.796939124487004	0.163637210717337	KDM5A;NRP1;PTDSS1;DNMT1;ALOX5;TNK1;NAPEPLD;FOS;ITGA5;DCK;RUNX2;SH3GL1
ETS1 human	3/79	0.816833569842059	0.897214519393894	0	0	0.677349709734683	0.137041334857023	TBXAS1;CXCR4;CIP2A
STAT3 mouse	3/79	0.816833569842059	0.897214519393894	0	0	0.677349709734683	0.137041334857023	TCF4;FOS;KLF4
YBX1 human	1/30	0.817018745090536	0.897214519393894	0	0	0.592105676006401	0.119660554828804	CXCR4
TRP53 mouse	7/167	0.818346839608381	0.897214519393894	0	0	0.750114364135407	0.150374693675034	SLC6A6;UHRF1BP1;TCF4;FOS;RCHY1;KLF4;RUNX1
FOS mouse	2/56	0.821129853637477	0.897214519393894	0	0	0.635701275045537	0.125280203774904	SRXN1;FOS
HSF1 human	1/31	0.827097744732114	0.897214519393894	0	0	0.572338489535942	0.108648388511679	FKBP4
SMAD3 human	1/31	0.827097744732114	0.897214519393894	0	0	0.572338489535942	0.108648388511679	LTBP4
FOS human	2/57	0.828677299162416	0.897214519393894	0	0	0.624109951978804	0.11728552871087	FOS;LRIG2
RUNX2 mouse	2/57	0.828677299162416	0.897214519393894	0	0	0.624109951978804	0.11728552871087	TCF7;IKZF1
ETS2 human	1/32	0.836622042099564	0.902423775747844	0	0	0.553846605418416	0.0987967487217033	PDE7A
HIF1A human	3/83	0.84195312592149	0.904785448751452	0	0	0.64334548769371	0.110675326558552	APEX1;CXCR4;VIM
EP300 mouse	2/60	0.849625767713883	0.907706776108408	0	0	0.591734187551033	0.096428588826242	DNMT1;FOS
JUN mouse	5/131	0.853248455700068	0.907706776108408	0	0	0.680365296803653	0.107977034995106	GCLC;SRXN1;ODC1;FOS;ITGA5
JUND human	1/34	0.854126862240898	0.907706776108408	0	0	0.520224997932004	0.0820267603799159	GCLC
CTNNB1 mouse	2/62	0.862266868483045	0.909526847874304	0	0	0.571948998178506	0.0847573874384286	TCF4;RUNX2
SPI1 human	2/62	0.862266868483045	0.909526847874304	0	0	0.571948998178506	0.0847573874384286	SCARB2;NCF2
NFKB1 mouse	8/200	0.865313737213748	0.909526847874304	0	0	0.713827838827839	0.103264573607237	GADD45B;BIN1;FTH1;ALOX5;REL;FOS;FBP1;BANP
NR3C1 human	1/38	0.883714896312023	0.922137283108198	0	0	0.46388608808991	0.0573459618258262	BRCA1
POU2F1 human	1/38	0.883714896312023	0.922137283108198	0	0	0.46388608808991	0.0573459618258262	RPTOR
PPARA human	1/39	0.890122652934821	0.92508656932354	0	0	0.451654614242613	0.0525707965608568	MLYCD
RUNX1 human	1/40	0.896177614032179	0.92508656932354	0	0	0.440050395464408	0.0482368526927078	KLF4
SMAD4 mouse	1/40	0.896177614032179	0.92508656932354	0	0	0.440050395464408	0.0482368526927078	GADD45B
VDR human	1/42	0.907305712460161	0.927245792209402	0	0	0.418540136265785	0.0407138377694421	HLA-DRB1
TFAP2A human	2/71	0.907928171538373	0.927245792209402	0	0	0.497109368812861	0.0480157987780541	GPX4;PRKCA
EGR1 mouse	2/71	0.907928171538373	0.927245792209402	0	0	0.497109368812861	0.0480157987780541	GADD45B;LTB
PAX6 mouse	1/43	0.912414522852553	0.927478037394946	0	0	0.408553230209281	0.0374483451348687	TCF4
TCF3 mouse	1/44	0.917241998067449	0.927478037394946	0	0	0.399030831411219	0.0344698552448448	UBE2I
JUN human	5/149	0.917816807838749	0.927478037394946	0	0	0.594748858447489	0.0510041538213669	GCLC;TNFRSF10A;BRCA1;ETS2;RUNX2
PPARA mouse	1/46	0.926114009201287	0.932590330943953	0	0	0.381255686988171	0.0292643980304295	TBX21
SIRT1 human	1/48	0.934035647299577	0.937290126906892	0	0	0.364993320813893	0.0249073906587398	CCAR2
CEBPA human	1/51	0.944355663165266	0.944355663165266	0	0	0.343039126478617	0.0196398208199809	HSD17B11
